小区名称,销售情况,区划,区域,周边地铁,建筑材质,建造年份,房价,在售房数,成交数量,正在出租,Cluster
东四块玉南街30号院,"['30天成交0套', '1套正在出租']",东城,左安门,近地铁5号线天坛东门站,11,1980年,90888.0,,30,1,4
国瑞城东区,"['30天成交0套', '8套正在出租']",东城,崇文门,近地铁5号线崇文门站,6,2006-2007年,105152.0,,30,8,1
工体北里,"['30天成交2套', '14套正在出租']",东城,工体,,11,1983-1993年,109677.0,,30,14,1
工体北路,"['30天成交0套', '4套正在出租']",东城,工体,近地铁10号线团结湖站,4,1988年,94007.0,,30,4,1
广渠门内大街,"['30天成交0套', '7套正在出租']",东城,广渠门,近地铁7号线广渠门内站,6,1960-2005年,97289.0,,30,7,1
桂花胡同,"['30天成交0套', '0套正在出租']",东城,灯市口,近地铁5号线东四站,9,1939-1960年,224835.0,,30,0,6
国盛胡同,"['30天成交0套', '0套正在出租']",东城,安定门,近地铁2号线鼓楼大街站,9,1960-1980年,,,30,0,0
国瑞城中区,"['30天成交1套', '35套正在出租']",东城,崇文门,近地铁5号线崇文门站,6,2005-2009年,111016.0,,30,35,1
光明中街,"['30天成交0套', '1套正在出租']",东城,广渠门,,11,1991年,99929.0,,30,1,1
革新里小区,"['30天成交0套', '4套正在出租']",东城,永定门,近地铁14号线永定门外站,11,1985-1994年,71942.0,,30,4,4
广渠家园,"['共526个户型', '30天成交0套', '25套正在出租']",东城,广渠门,近地铁7号线广渠门内站,6,2009-2010年,97764.0,,526,25,1
干面胡同,"['30天成交0套', '0套正在出租']",东城,金宝街,近地铁5号线灯市口站,9,1955-1990年,156721.0,,30,0,3
富贵园四区,"['30天成交0套', '8套正在出租']",东城,东花市,近地铁7号线广渠门内站,5,2006-2007年,129680.0,,30,8,3
工体西路,"['30天成交0套', '0套正在出租']",东城,工体,,11,1992年,97358.0,,30,0,1
官书院胡同,"['30天成交0套', '0套正在出租']",东城,安定门,近地铁2号线雍和宫站,9,1960-1980年,,,30,0,0
革新里24号院,"['30天成交0套', '0套正在出租']",东城,永定门,近地铁14号线永定门外站,11,1994-1995年,62915.0,,30,0,2
贡院九号,"['30天成交0套', '5套正在出租']",东城,建国门内,近地铁1号线八通线建国门站,3,2000-2009年,89284.0,,30,5,4
官书院,"['30天成交0套', '1套正在出租']",东城,安定门,近地铁2号线安定门站,11,1998-2003年,129698.0,,30,1,3
皇城国际中心,"['30天成交0套', '0套正在出租']",东城,安定门,近地铁2号线安定门站,0,2006年,,,30,0,0
禾风仕家,"['30天成交0套', '2套正在出租']",东城,金宝街,近地铁5号线东四站,3,2000-2004年,113696.0,,30,2,1
禾风相府,"['30天成交0套', '4套正在出租']",东城,金宝街,近地铁5号线东四站,12,2004-2008年,135118.0,,30,4,3
华丰胡同,"['30天成交0套', '0套正在出租']",东城,地安门,近地铁2号线鼓楼大街站,9,1965-1985年,,,30,0,0
后芳嘉园胡同,"['30天成交0套', '2套正在出租']",东城,朝阳门内,近地铁2号线朝阳门站,11,2002-2004年,117235.0,,30,2,1
鼓楼东大街,"['30天成交0套', '6套正在出租']",东城,地安门,近地铁2号线鼓楼大街站,14,1950-2021年,126632.0,,30,6,3
广渠门外南街,"['30天成交0套', '2套正在出租']",东城,广渠门,近地铁7号线广渠门外站,12,1991-1995年,93085.0,,30,2,4
光明楼,"['30天成交0套', '7套正在出租']",东城,广渠门,,11,1950-2022年,106548.0,,30,7,1
光明西里,"['30天成交0套', '2套正在出租']",东城,广渠门,,12,1970-1991年,105653.0,,30,2,1
国祥胡同4号院,"['30天成交0套', '2套正在出租']",东城,安定门,近地铁2号线鼓楼大街站,11,1978-1988年,149765.0,,30,2,3
郭庄北里,"['30天成交0套', '11套正在出租']",东城,永定门,近地铁14号线景泰站,11,1980-1995年,88094.0,,30,11,4
贡院西街,"['共13个户型', '30天成交0套', '1套正在出租']",东城,建国门内,近地铁1号线八通线建国门站,11,1980-2000年,120827.0,,13,1,1
红都商务中心,"['30天成交0套', '0套正在出租']",东城,安定门,近地铁2号线鼓楼大街站,0,1999年,,,30,0,0
国祥胡同,"['30天成交0套', '1套正在出租']",东城,安定门,近地铁2号线鼓楼大街站,14,1958-1980年,110921.0,,30,1,1
国中大厦,"['30天成交0套', '2套正在出租']",东城,灯市口,近地铁5号线灯市口站,2,1997年,34628.0,,30,2,5
国旺胡同,"['30天成交0套', '0套正在出租']",东城,地安门,近地铁2号线鼓楼大街站,9,1965-1980年,,,30,0,0
皇城77,"['30天成交0套', '0套正在出租']",东城,东四,近地铁8号线中国美术馆站,10,未知,,,30,0,0
鸿安国际大厦,"['30天成交0套', '2套正在出租']",东城,金宝街,,0,2002-2004年,102755.0,,30,2,1
郭庄三条,"['30天成交0套', '0套正在出租']",东城,永定门,近地铁14号线景泰站,9,1970年,,,30,0,0
华德公寓,"['30天成交0套', '0套正在出租']",东城,东花市,,11,1995-1996年,97981.0,,30,0,1
华府景园,"['30天成交0套', '1套正在出租']",东城,安定门,近地铁5号线和平里北街站,0,2001-2003年,98143.0,,30,1,1
奋章胡同,"['30天成交0套', '0套正在出租']",东城,崇文门,近地铁7号线桥湾站,14,1949-1999年,107841.0,,30,0,1
冠城名敦道B区,"['共73个户型', '30天成交0套', '3套正在出租']",东城,广渠门,近地铁7号线广渠门外站,11,2009-2011年,123332.0,,73,3,1
府上嘉园,"['30天成交0套', '1套正在出租']",东城,安定门,近地铁8号线安德里北街站,12,2007-2008年,132677.0,,30,1,3
刚察胡同,"['30天成交0套', '0套正在出租']",东城,东四,近地铁8号线中国美术馆站,9,1980-2020年,,,30,0,0
管村26号院,"['30天成交0套', '2套正在出租']",东城,永定门,近地铁14号线永定门外站,11,1997-2000年,73011.0,,30,2,4
富瑞苑,"['30天成交0套', '2套正在出租']",东城,广渠门,近地铁7号线广渠门内站,2,1997-1998年,87328.0,,30,2,4
方家胡同,"['30天成交0套', '0套正在出租']",东城,交道口,近地铁2号线雍和宫站,14,1940-2014年,,,30,0,0
分司厅胡同,"['30天成交0套', '2套正在出租']",东城,地安门,近地铁2号线安定门站,9,1950-2018年,,,30,2,0
芳嘉园胡同,"['30天成交0套', '1套正在出租']",东城,朝阳门内,近地铁2号线朝阳门站,11,2003-2005年,111330.0,,30,1,1
歌华大厦,"['30天成交0套', '0套正在出租']",东城,东直门,近地铁2号线雍和宫站,2,2008年,,,30,0,0
清水苑,"['30天成交0套', '5套正在出租']",东城,东直门,近地铁2号线东直门站,12,1980-1998年,106632.0,,30,5,1
官房大院胡同,"['30天成交0套', '0套正在出租']",东城,灯市口,近地铁5号线东四站,9,1955-1990年,154442.0,,30,0,3
管村10号,"['30天成交0套', '1套正在出租']",东城,永定门,近地铁14号线永定门外站,11,1980-1989年,68888.0,,30,1,4
光华长安大厦,"['30天成交0套', '0套正在出租']",东城,建国门内,近地铁1号线八通线建国门站,2,1996年,,,30,0,0
甘水桥,"['30天成交0套', '1套正在出租']",东城,和平里,近地铁5号线和平里北街站,12,1983-1995年,104758.0,,30,1,1
国学胡同,"['30天成交0套', '0套正在出租']",东城,安定门,近地铁2号线雍和宫站,9,未知,,,30,0,0
工体3号,"['30天成交1套', '10套正在出租']",东城,工体,近地铁2号线东四十条站,2,2005-2013年,62586.0,,30,10,2
革新南路2号院,"['共103个户型', '30天成交0套', '5套正在出租']",东城,永定门,近地铁14号线永定门外站,2,1980-1992年,76573.0,,103,5,4
国瑞城西区,"['30天成交0套', '30套正在出租']",东城,崇文门,近地铁5号线崇文门站,2,2008-2009年,86136.0,,30,30,4
国子监街,"['30天成交0套', '2套正在出租']",东城,安定门,近地铁2号线雍和宫站,9,1950-2023年,155373.0,,30,2,3
贡院六号,"['30天成交0套', '1套正在出租']",东城,建国门内,近地铁1号线八通线建国门站,3,2002年,72449.0,,30,1,4
大羊宜宾胡同31号院,"['30天成交0套', '1套正在出租']",东城,建国门内,,11,1990-1992年,102919.0,,30,1,1
大方家胡同61号院,"['30天成交0套', '0套正在出租']",东城,朝阳门内,近地铁2号线朝阳门站,11,1980-2001年,,,30,0,0
北京大都市,"['30天成交0套', '0套正在出租']",东城,天坛,近地铁5号线磁器口站,2,2002年,50971.0,,30,0,2
多福巷,"['30天成交0套', '1套正在出租']",东城,灯市口,近地铁8号线中国美术馆站,14,1980-2007年,181743.0,,30,1,6
豆腐池胡同,"['30天成交0套', '1套正在出租']",东城,地安门,近地铁2号线鼓楼大街站,9,1980年,,,30,1,0
天坛路,"['30天成交0套', '0套正在出租']",东城,天坛,近地铁7号线珠市口站,11,1991年,91199.0,,30,0,4
天坛北里,"['30天成交0套', '3套正在出租']",东城,天坛,近地铁7号线桥湾站,12,1980年,89701.0,,30,3,4
天坛东路64号,"['30天成交0套', '1套正在出租']",东城,左安门,近地铁5号线天坛东门站,11,1970-1980年,90257.0,,30,1,4
天坛东里北区,"['30天成交0套', '0套正在出租']",东城,天坛,近地铁5号线天坛东门站,11,1978-1997年,86607.0,,30,0,4
天坛东里中区,"['30天成交2套', '5套正在出租']",东城,天坛,近地铁5号线天坛东门站,12,1970-1993年,90808.0,,30,5,4
天玉大厦,"['30天成交0套', '0套正在出租']",东城,广渠门,,2,2003年,,,30,0,0
体育馆西路2号院,"['30天成交0套', '1套正在出租']",东城,崇文门,近地铁5号线天坛东门站,11,1990-1992年,95350.0,,30,1,1
体育馆路12号,"['30天成交0套', '2套正在出租']",东城,左安门,近地铁5号线天坛东门站,2,1970-1980年,102461.0,,30,2,1
铁营南巷,"['30天成交0套', '0套正在出租']",东城,东四,近地铁5号线东四站,9,1980年,,,30,0,0
通正国际大厦,"['30天成交0套', '0套正在出租']",东城,广渠门,近地铁5号线磁器口站,2,2004年,,,30,0,0
桃杨路北里12号院,"['30天成交0套', '1套正在出租']",东城,永定门,,11,1999年,81348.0,,30,1,4
体育馆西路甲53号院,"['30天成交0套', '1套正在出租']",东城,左安门,近地铁5号线天坛东门站,12,1980-1985年,97439.0,,30,1,1
铁营胡同,"['30天成交0套', '0套正在出租']",东城,东四,近地铁5号线张自忠路站,9,未知,,,30,0,0
桃杨路北里,"['30天成交0套', '3套正在出租']",东城,永定门,,11,1987年,88382.0,,30,3,4
铁营北巷,"['30天成交0套', '3套正在出租']",东城,东四,近地铁5号线张自忠路站,9,1980年,,,30,3,0
桃园南街10号院,"['共33个户型', '30天成交0套', '0套正在出租']",东城,永定门,近地铁14号线永定门外站,11,1980-1983年,89474.0,,33,0,4
沙子口路72号,"['30天成交1套', '1套正在出租']",东城,永定门,,2,1987-1991年,72700.0,,30,1,4
沙子口路70号,"['30天成交0套', '2套正在出租']",东城,永定门,,2,1989-1990年,81851.0,,30,2,4
十字坡西里,"['30天成交0套', '3套正在出租']",东城,东直门,近地铁2号线东直门站,11,1981-1989年,118629.0,,30,3,1
沙子口路65号,"['30天成交0套', '1套正在出租']",东城,永定门,,11,1985年,73571.0,,30,1,4
双玉中街,"['30天成交0套', '3套正在出租']",东城,左安门,近地铁5号线天坛东门站,11,1980-1982年,97984.0,,30,3,1
苏州胡同,"['30天成交0套', '2套正在出租']",东城,建国门内,近地铁1号线八通线东单站,14,1956-1990年,99833.0,,30,2,1
双玉中街43号院,"['30天成交0套', '3套正在出租']",东城,左安门,近地铁5号线天坛东门站,11,1980-1999年,104438.0,,30,3,1
沙子口路61号,"['30天成交1套', '1套正在出租']",东城,永定门,,11,1987年,63817.0,,30,1,2
嵩祝院西巷,"['30天成交0套', '0套正在出租']",东城,东四,近地铁6号线南锣鼓巷站,10,未知,,,30,0,0
沙子口路50号,"['30天成交0套', '0套正在出租']",东城,永定门,,2,1998年,80799.0,,30,0,4
朝内大街136号院,"['30天成交0套', '0套正在出租']",东城,朝阳门内,近地铁2号线朝阳门站,2,1984-1999年,112748.0,,30,0,1
朝内大街,"['30天成交0套', '0套正在出租']",东城,东四,近地铁5号线东四站,11,1985-1986年,72219.0,,30,0,4
磁器库北巷,"['30天成交0套', '0套正在出租']",东城,东单,近地铁8号线金鱼胡同站,9,1980-2003年,150816.0,,30,0,3
仓南胡同12号院,"['30天成交0套', '2套正在出租']",东城,朝阳门内,近地铁2号线朝阳门站,11,1988-1992年,111363.0,,30,2,1
朝内大街203号院,"['30天成交1套', '3套正在出租']",东城,东四,近地铁2号线朝阳门站,13,1960-2007年,116213.0,,30,3,1
仓南胡同,"['共87个户型', '30天成交0套', '1套正在出租']",东城,朝阳门内,近地铁2号线朝阳门站,11,1979-2003年,124664.0,,87,1,1
仓南胡同14号院,"['30天成交0套', '2套正在出租']",东城,朝阳门内,近地铁2号线朝阳门站,11,1993-1994年,119478.0,,30,2,1
吉安所左巷,"['30天成交0套', '0套正在出租']",东城,东四,近地铁6号线南锣鼓巷站,10,未知,,,30,0,0
吉安所北巷,"['30天成交0套', '1套正在出租']",东城,东四,近地铁6号线南锣鼓巷站,10,2014-2021年,,,30,1,0
箭厂胡同,"['30天成交0套', '1套正在出租']",东城,安定门,近地铁2号线雍和宫站,14,未知,,,30,1,0
建国门北大街5号,"['30天成交0套', '13套正在出租']",东城,建国门内,近地铁1号线八通线建国门站,11,2008年,59559.0,,30,13,2
东华门大街,"['30天成交0套', '2套正在出租']",东城,东单,近地铁8号线金鱼胡同站,14,1988-1990年,120124.0,,30,2,1
德华里,"['共2个户型', '30天成交0套', '0套正在出租']",东城,东四,近地铁5号线张自忠路站,9,1980-1998年,161651.0,,2,0,3
东后河沿,"['30天成交0套', '3套正在出租']",东城,崇文门,近地铁5号线崇文门站,12,1999-2000年,116202.0,,30,3,1
箭厂南巷,"['30天成交0套', '0套正在出租']",东城,安定门,近地铁2号线雍和宫站,9,1980-1985年,,,30,0,0
北京大都市,"['30天成交0套', '0套正在出租']",东城,天坛,近地铁5号线磁器口站,2,2002年,50971.0,,30,0,2
多福巷,"['30天成交0套', '1套正在出租']",东城,灯市口,近地铁8号线中国美术馆站,14,1980-2007年,181743.0,,30,1,6
豆腐池胡同,"['30天成交0套', '1套正在出租']",东城,地安门,近地铁2号线鼓楼大街站,9,1980年,,,30,1,0
大佛寺东街,"['共3个户型', '30天成交0套', '0套正在出租']",东城,东四,近地铁5号线张自忠路站,14,1955-1980年,197291.0,,3,0,6
东公街,"['30天成交0套', '1套正在出租']",东城,地安门,近地铁2号线安定门站,9,1980年,198216.0,,30,1,6
东高房胡同,"['30天成交0套', '0套正在出租']",东城,东四,近地铁8号线中国美术馆站,14,1958-2001年,116199.0,,30,0,1
大格巷,"['30天成交0套', '0套正在出租']",东城,安定门,近地铁2号线雍和宫站,9,1980-2016年,,,30,0,0
东革新里40号院,"['30天成交1套', '3套正在出租']",东城,永定门,近地铁14号线永定门外站,11,1979-1990年,73000.0,,30,3,4
东皇城根南街,"['30天成交0套', '2套正在出租']",东城,灯市口,近地铁8号线中国美术馆站,14,1985-1989年,119460.0,,30,2,1
东皇城根北街,"['30天成交0套', '0套正在出租']",东城,东四,近地铁8号线中国美术馆站,11,1980-2014年,,,30,0,0
东皇城根南街86号院,"['30天成交0套', '0套正在出租']",东城,灯市口,近地铁8号线金鱼胡同站,11,1959年,138539.0,,30,0,3
大方家胡同36号院,"['30天成交0套', '0套正在出租']",东城,朝阳门内,近地铁2号线朝阳门站,11,1976-2001年,,,30,0,0
东公街64号院,"['30天成交0套', '0套正在出租']",东城,地安门,近地铁5号线北新桥站,11,1985年,122918.0,,30,0,1
京城仁合,"['30天成交0套', '5套正在出租']",东城,广渠门,,12,2002-2004年,96438.0,,30,5,1
交道口东大街,"['30天成交0套', '7套正在出租']",东城,交道口,近地铁5号线北新桥站,1,2002-2009年,150969.0,,30,7,3
箭厂胡同,"['30天成交0套', '1套正在出租']",东城,安定门,近地铁2号线雍和宫站,14,未知,,,30,1,0
建国门北大街5号,"['30天成交0套', '13套正在出租']",东城,建国门内,近地铁1号线八通线建国门站,11,2008年,59559.0,,30,13,2
金隆基大厦,"['30天成交0套', '2套正在出租']",东城,东四,近地铁5号线东四站,2,2002年,121630.0,,30,2,1
交林,"['30天成交0套', '6套正在出租']",东城,和平里,近地铁13号线柳芳站,11,1980-1993年,125272.0,,30,6,1
聚龙花园,"['30天成交0套', '7套正在出租']",东城,工体,近地铁2号线东四十条站,5,1993-2001年,78010.0,,30,7,4
金桥国际,"['30天成交0套', '25套正在出租']",东城,广渠门,近地铁7号线广渠门外站,3,2004-2005年,86767.0,,30,25,4
